epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
197,658.436,2.42566,2.47841,0.93228,0.3005,0.29758,0.2992,0.16885,2.11627,2.47937,0.87279,0.00999806,0.00999806,0.00999806
198,662.046,2.08078,2.55855,0.93076,0.3005,0.29758,0.2992,0.16885,2.11627,2.47937,0.87279,0.00999805,0.00999805,0.00999805
199,665.613,2.45884,2.51785,0.92037,0.3005,0.29758,0.2992,0.16885,2.11627,2.47937,0.87279,0.00999804,0.00999804,0.00999804
200,668.469,2.16477,2.38287,0.93048,0.20057,0.3739,0.31619,0.13249,2.21248,2.39504,0.87704,0.00999803,0.00999803,0.00999803
201,672.218,2.59436,2.52942,0.92697,0.20057,0.3739,0.31619,0.13249,2.21248,2.39504,0.87704,0.00999802,0.00999802,0.00999802
202,675.672,2.44245,2.62909,0.93072,0.20057,0.3739,0.31619,0.13249,2.21248,2.39504,0.87704,0.00999801,0.00999801,0.00999801
203,679.19,2.5456,2.68977,0.93754,0.20057,0.3739,0.31619,0.13249,2.21248,2.39504,0.87704,0.009998,0.009998,0.009998
204,682.37,2.34498,2.52961,0.9034,0.26268,0.45809,0.31422,0.17126,1.8397,2.42224,0.84952,0.00999799,0.00999799,0.00999799
205,685.682,2.28767,2.61977,0.929,0.26268,0.45809,0.31422,0.17126,1.8397,2.42224,0.84952,0.00999798,0.00999798,0.00999798
206,689.016,1.96749,2.4672,0.91341,0.26268,0.45809,0.31422,0.17126,1.8397,2.42224,0.84952,0.00999797,0.00999797,0.00999797
207,692.011,2.07239,2.32122,0.9002,0.26268,0.45809,0.31422,0.17126,1.8397,2.42224,0.84952,0.00999796,0.00999796,0.00999796
208,695.143,2.05689,2.39732,0.90142,0.32452,0.36004,0.33659,0.1562,2.13278,2.36635,0.86399,0.00999795,0.00999795,0.00999795
209,699.159,2.69227,2.54548,0.9163,0.32452,0.36004,0.33659,0.1562,2.13278,2.36635,0.86399,0.00999794,0.00999794,0.00999794
210,702.357,2.50458,2.4194,0.9288,0.32452,0.36004,0.33659,0.1562,2.13278,2.36635,0.86399,0.00999793,0.00999793,0.00999793
211,705.359,2.39066,2.43364,0.9177,0.32452,0.36004,0.33659,0.1562,2.13278,2.36635,0.86399,0.00999792,0.00999792,0.00999792
212,708.716,2.61412,2.376,0.90496,0.36178,0.40111,0.37486,0.20664,1.92348,2.30683,0.84969,0.00999791,0.00999791,0.00999791
213,712.032,2.34861,2.4286,0.90594,0.36178,0.40111,0.37486,0.20664,1.92348,2.30683,0.84969,0.0099979,0.0099979,0.0099979
214,715.037,1.96455,2.33268,0.92556,0.36178,0.40111,0.37486,0.20664,1.92348,2.30683,0.84969,0.00999789,0.00999789,0.00999789
215,718.301,2.14267,2.26197,0.91088,0.36178,0.40111,0.37486,0.20664,1.92348,2.30683,0.84969,0.00999788,0.00999788,0.00999788
216,721.744,2.22912,2.40372,0.91581,0.23605,0.36275,0.33007,0.172,2.02697,2.31938,0.85384,0.00999787,0.00999787,0.00999787
217,725.066,2.2635,2.30758,0.9174,0.23605,0.36275,0.33007,0.172,2.02697,2.31938,0.85384,0.00999786,0.00999786,0.00999786
218,728.202,2.2509,2.4021,0.92745,0.23605,0.36275,0.33007,0.172,2.02697,2.31938,0.85384,0.00999785,0.00999785,0.00999785
219,731.311,2.313,2.39549,0.91193,0.23605,0.36275,0.33007,0.172,2.02697,2.31938,0.85384,0.00999784,0.00999784,0.00999784
220,734.949,2.28315,2.36464,0.91831,0.30834,0.36909,0.35627,0.19555,1.96686,2.16072,0.86472,0.00999783,0.00999783,0.00999783
221,738.304,2.06056,2.10865,0.90581,0.30834,0.36909,0.35627,0.19555,1.96686,2.16072,0.86472,0.00999782,0.00999782,0.00999782
222,741.455,2.57696,2.486,0.89909,0.30834,0.36909,0.35627,0.19555,1.96686,2.16072,0.86472,0.00999781,0.00999781,0.00999781
223,744.409,2.19056,2.27256,0.89998,0.30834,0.36909,0.35627,0.19555,1.96686,2.16072,0.86472,0.0099978,0.0099978,0.0099978
224,747.536,2.07912,2.26234,0.90672,0.31493,0.4321,0.38557,0.21479,1.87768,2.32033,0.84322,0.00999779,0.00999779,0.00999779
225,750.752,2.13346,2.41493,0.91406,0.31493,0.4321,0.38557,0.21479,1.87768,2.32033,0.84322,0.00999778,0.00999778,0.00999778
226,754.233,2.28759,2.36497,0.92312,0.31493,0.4321,0.38557,0.21479,1.87768,2.32033,0.84322,0.00999777,0.00999777,0.00999777
227,757.7,2.17838,2.22264,0.90392,0.31493,0.4321,0.38557,0.21479,1.87768,2.32033,0.84322,0.00999776,0.00999776,0.00999776
228,761.345,2.11724,2.41333,0.95428,0.32286,0.41846,0.3759,0.20847,1.93957,2.13599,0.86796,0.00999775,0.00999775,0.00999775
229,764.672,2.02117,2.05879,0.90951,0.32286,0.41846,0.3759,0.20847,1.93957,2.13599,0.86796,0.00999774,0.00999774,0.00999774
230,768.208,2.07555,2.19707,0.91493,0.32286,0.41846,0.3759,0.20847,1.93957,2.13599,0.86796,0.00999773,0.00999773,0.00999773
231,772.066,2.30775,2.20378,0.90088,0.32286,0.41846,0.3759,0.20847,1.93957,2.13599,0.86796,0.00999772,0.00999772,0.00999772
232,775.183,2.12215,2.17565,0.90782,0.6471,0.32236,0.40545,0.21691,1.87602,2.23495,0.82916,0.00999771,0.00999771,0.00999771
233,778.882,2.2264,2.45782,0.9074,0.6471,0.32236,0.40545,0.21691,1.87602,2.23495,0.82916,0.0099977,0.0099977,0.0099977
234,782.291,2.28241,2.37201,0.90175,0.6471,0.32236,0.40545,0.21691,1.87602,2.23495,0.82916,0.00999769,0.00999769,0.00999769
235,785.552,2.32554,2.32846,0.89713,0.6471,0.32236,0.40545,0.21691,1.87602,2.23495,0.82916,0.00999768,0.00999768,0.00999768
236,788.546,2.35924,2.30434,0.90313,0.31974,0.40679,0.36891,0.20009,1.84111,2.1814,0.86084,0.00999767,0.00999767,0.00999767
237,792.652,2.13556,2.28438,0.9006,0.31974,0.40679,0.36891,0.20009,1.84111,2.1814,0.86084,0.00999766,0.00999766,0.00999766
238,796.334,1.96533,2.2588,0.92085,0.31974,0.40679,0.36891,0.20009,1.84111,2.1814,0.86084,0.00999765,0.00999765,0.00999765
239,799.781,1.99703,2.13672,0.89677,0.31974,0.40679,0.36891,0.20009,1.84111,2.1814,0.86084,0.00999764,0.00999764,0.00999764
240,803.266,2.27031,2.1432,0.91257,0.44174,0.43403,0.41406,0.21642,1.85059,2.17181,0.84571,0.00999763,0.00999763,0.00999763
241,806.478,2.05825,2.1597,0.93015,0.44174,0.43403,0.41406,0.21642,1.85059,2.17181,0.84571,0.00999762,0.00999762,0.00999762
242,810.013,1.89861,2.22188,0.90434,0.44174,0.43403,0.41406,0.21642,1.85059,2.17181,0.84571,0.00999761,0.00999761,0.00999761
243,813.307,2.05151,2.21402,0.90699,0.44174,0.43403,0.41406,0.21642,1.85059,2.17181,0.84571,0.0099976,0.0099976,0.0099976
244,816.132,1.9371,2.11197,0.90902,0.36776,0.39179,0.39078,0.21709,1.97149,2.09712,0.87664,0.00999759,0.00999759,0.00999759
245,819.225,2.10848,2.07909,0.92064,0.36776,0.39179,0.39078,0.21709,1.97149,2.09712,0.87664,0.00999758,0.00999758,0.00999758
246,822.642,2.39107,2.19983,0.91051,0.36776,0.39179,0.39078,0.21709,1.97149,2.09712,0.87664,0.00999757,0.00999757,0.00999757
247,826.064,2.13245,2.24827,0.90604,0.36776,0.39179,0.39078,0.21709,1.97149,2.09712,0.87664,0.00999756,0.00999756,0.00999756
248,829.432,2.26263,2.18336,0.91162,0.39618,0.38153,0.40297,0.22231,1.82666,2.20361,0.83875,0.00999755,0.00999755,0.00999755
249,832.716,2.01036,2.09307,0.89595,0.39618,0.38153,0.40297,0.22231,1.82666,2.20361,0.83875,0.00999754,0.00999754,0.00999754
250,835.822,1.9715,2.17292,0.89128,0.39618,0.38153,0.40297,0.22231,1.82666,2.20361,0.83875,0.00999753,0.00999753,0.00999753
251,838.859,2.07381,2.13008,0.88952,0.39618,0.38153,0.40297,0.22231,1.82666,2.20361,0.83875,0.00999753,0.00999753,0.00999753
252,841.95,2.14114,2.12665,0.8756,0.29981,0.42195,0.40237,0.22,2.01657,2.1731,0.84213,0.00999752,0.00999752,0.00999752
253,844.639,2.31014,2.04628,0.89565,0.29981,0.42195,0.40237,0.22,2.01657,2.1731,0.84213,0.00999751,0.00999751,0.00999751
254,847.552,2.25506,2.14345,0.91662,0.29981,0.42195,0.40237,0.22,2.01657,2.1731,0.84213,0.0099975,0.0099975,0.0099975
255,850.173,2.33937,2.13689,0.91299,0.29981,0.42195,0.40237,0.22,2.01657,2.1731,0.84213,0.00999749,0.00999749,0.00999749
256,853.019,2.51482,2.23612,0.89667,0.33852,0.37475,0.41844,0.24401,1.75602,2.15224,0.8298,0.00999748,0.00999748,0.00999748
257,855.52,1.78405,2.18552,0.94512,0.33852,0.37475,0.41844,0.24401,1.75602,2.15224,0.8298,0.00999747,0.00999747,0.00999747
258,858.37,1.88275,2.11824,0.89533,0.33852,0.37475,0.41844,0.24401,1.75602,2.15224,0.8298,0.00999746,0.00999746,0.00999746
259,861.285,1.87963,2.07947,0.88867,0.33852,0.37475,0.41844,0.24401,1.75602,2.15224,0.8298,0.00999745,0.00999745,0.00999745
260,864.365,1.93581,2.08026,0.89052,0.31397,0.49836,0.43413,0.23923,2.04022,2.09976,0.8424,0.00999744,0.00999744,0.00999744
261,866.984,2.29764,2.12339,0.90165,0.31397,0.49836,0.43413,0.23923,2.04022,2.09976,0.8424,0.00999743,0.00999743,0.00999743
262,870.136,2.33442,2.17397,0.9095,0.31397,0.49836,0.43413,0.23923,2.04022,2.09976,0.8424,0.00999742,0.00999742,0.00999742
263,872.908,2.17507,2.03588,0.89015,0.31397,0.49836,0.43413,0.23923,2.04022,2.09976,0.8424,0.00999741,0.00999741,0.00999741
264,875.679,2.18137,2.14493,0.89889,0.44425,0.37791,0.43331,0.26715,1.80738,2.18348,0.83896,0.0099974,0.0099974,0.0099974
265,878.35,1.88561,2.05016,0.89038,0.44425,0.37791,0.43331,0.26715,1.80738,2.18348,0.83896,0.00999739,0.00999739,0.00999739
266,881.057,1.93284,2.07,0.89684,0.44425,0.37791,0.43331,0.26715,1.80738,2.18348,0.83896,0.00999738,0.00999738,0.00999738
267,883.596,1.8263,1.99155,0.89085,0.44425,0.37791,0.43331,0.26715,1.80738,2.18348,0.83896,0.00999737,0.00999737,0.00999737
268,886.313,1.89909,2.11424,0.88875,0.22463,0.61852,0.40338,0.23069,1.98368,2.16065,0.83874,0.00999736,0.00999736,0.00999736
269,889.009,2.1955,2.20657,0.90328,0.22463,0.61852,0.40338,0.23069,1.98368,2.16065,0.83874,0.00999735,0.00999735,0.00999735
270,891.541,1.92727,2.0545,0.90017,0.22463,0.61852,0.40338,0.23069,1.98368,2.16065,0.83874,0.00999734,0.00999734,0.00999734
271,894.24,2.23761,2.13281,0.88521,0.22463,0.61852,0.40338,0.23069,1.98368,2.16065,0.83874,0.00999733,0.00999733,0.00999733
272,897.43,2.04583,2.00338,0.89212,0.40726,0.41029,0.41492,0.22732,1.78147,2.20505,0.83179,0.00999732,0.00999732,0.00999732
273,900.156,1.97716,2.06596,0.88568,0.40726,0.41029,0.41492,0.22732,1.78147,2.20505,0.83179,0.00999731,0.00999731,0.00999731
274,903.208,2.43315,2.22416,0.91816,0.40726,0.41029,0.41492,0.22732,1.78147,2.20505,0.83179,0.0099973,0.0099973,0.0099973
275,905.9,2.09986,2.0221,0.89113,0.40726,0.41029,0.41492,0.22732,1.78147,2.20505,0.83179,0.00999729,0.00999729,0.00999729
276,908.727,2.02895,2.01341,0.88314,0.45476,0.4628,0.44175,0.28349,1.72333,2.08679,0.83464,0.00999728,0.00999728,0.00999728
277,911.801,2.01283,2.03842,0.88522,0.45476,0.4628,0.44175,0.28349,1.72333,2.08679,0.83464,0.00999727,0.00999727,0.00999727
278,914.938,2.09522,2.07211,0.88945,0.45476,0.4628,0.44175,0.28349,1.72333,2.08679,0.83464,0.00999726,0.00999726,0.00999726
279,917.953,2.15792,2.06743,0.89405,0.45476,0.4628,0.44175,0.28349,1.72333,2.08679,0.83464,0.00999725,0.00999725,0.00999725
280,920.558,1.95336,2.00033,0.89843,0.41689,0.49989,0.43862,0.24674,1.94632,2.08061,0.84015,0.00999724,0.00999724,0.00999724
281,923.31,2.25017,1.97663,0.88486,0.41689,0.49989,0.43862,0.24674,1.94632,2.08061,0.84015,0.00999723,0.00999723,0.00999723
282,925.792,2.02789,1.91734,0.87027,0.41689,0.49989,0.43862,0.24674,1.94632,2.08061,0.84015,0.00999722,0.00999722,0.00999722
283,928.656,2.16657,1.97592,0.88157,0.41689,0.49989,0.43862,0.24674,1.94632,2.08061,0.84015,0.00999721,0.00999721,0.00999721
284,931.981,2.19104,2.07741,0.89315,0.5228,0.48205,0.44933,0.29355,1.77938,2.05524,0.83514,0.0099972,0.0099972,0.0099972
285,934.33,1.81354,1.88005,0.87303,0.5228,0.48205,0.44933,0.29355,1.77938,2.05524,0.83514,0.00999719,0.00999719,0.00999719
286,937.315,2.15961,2.07498,0.88971,0.5228,0.48205,0.44933,0.29355,1.77938,2.05524,0.83514,0.00999718,0.00999718,0.00999718
287,940.124,1.81944,1.84967,0.88249,0.5228,0.48205,0.44933,0.29355,1.77938,2.05524,0.83514,0.00999717,0.00999717,0.00999717
288,942.899,2.15849,1.97855,0.87459,0.51783,0.43534,0.42827,0.23941,1.94387,2.17265,0.83208,0.00999716,0.00999716,0.00999716
289,945.607,2.10089,2.0643,0.89654,0.51783,0.43534,0.42827,0.23941,1.94387,2.17265,0.83208,0.00999715,0.00999715,0.00999715
290,948.305,2.12875,1.93332,0.87438,0.51783,0.43534,0.42827,0.23941,1.94387,2.17265,0.83208,0.00999714,0.00999714,0.00999714
291,951.115,2.04695,2.02147,0.89574,0.51783,0.43534,0.42827,0.23941,1.94387,2.17265,0.83208,0.00999713,0.00999713,0.00999713
292,953.992,2.09414,2.02338,0.89926,0.51351,0.51244,0.44856,0.298,1.64713,1.96072,0.81936,0.00999712,0.00999712,0.00999712
293,956.624,1.65951,2.08988,0.8968,0.51351,0.51244,0.44856,0.298,1.64713,1.96072,0.81936,0.00999711,0.00999711,0.00999711
294,959.572,2.17224,2.06503,0.88477,0.51351,0.51244,0.44856,0.298,1.64713,1.96072,0.81936,0.0099971,0.0099971,0.0099971
295,962.341,1.77807,1.85138,0.8805,0.51351,0.51244,0.44856,0.298,1.64713,1.96072,0.81936,0.00999709,0.00999709,0.00999709
296,964.987,1.84495,2.03165,0.88287,0.45024,0.51137,0.43946,0.25738,1.88942,2.15409,0.82631,0.00999708,0.00999708,0.00999708
297,967.48,1.9176,1.88488,0.91579,0.45024,0.51137,0.43946,0.25738,1.88942,2.15409,0.82631,0.00999707,0.00999707,0.00999707
298,970.137,2.06354,1.90523,0.89602,0.45024,0.51137,0.43946,0.25738,1.88942,2.15409,0.82631,0.00999706,0.00999706,0.00999706
299,972.969,1.99381,1.954,0.88861,0.45024,0.51137,0.43946,0.25738,1.88942,2.15409,0.82631,0.00999705,0.00999705,0.00999705
300,975.5,2.00523,1.8504,0.89601,0.5885,0.44137,0.44772,0.29566,1.51689,2.02449,0.81376,0.00999704,0.00999704,0.00999704
301,978.101,1.93661,1.90379,0.88113,0.5885,0.44137,0.44772,0.29566,1.51689,2.02449,0.81376,0.00999703,0.00999703,0.00999703
302,981.085,1.93325,1.94081,0.86515,0.5885,0.44137,0.44772,0.29566,1.51689,2.02449,0.81376,0.00999702,0.00999702,0.00999702
303,983.969,1.81025,1.88735,0.86751,0.5885,0.44137,0.44772,0.29566,1.51689,2.02449,0.81376,0.00999701,0.00999701,0.00999701
304,986.573,1.82314,1.87502,0.87661,0.44991,0.48259,0.43899,0.262,1.73377,2.07824,0.82828,0.009997,0.009997,0.009997
305,989.67,1.93253,1.93381,0.90539,0.44991,0.48259,0.43899,0.262,1.73377,2.07824,0.82828,0.00999699,0.00999699,0.00999699
306,992.202,2.12492,1.90967,0.89593,0.44991,0.48259,0.43899,0.262,1.73377,2.07824,0.82828,0.00999698,0.00999698,0.00999698
307,994.724,2.00754,1.91662,0.91456,0.44991,0.48259,0.43899,0.262,1.73377,2.07824,0.82828,0.00999697,0.00999697,0.00999697
308,997.805,2.11605,1.99058,0.89109,0.49996,0.48457,0.44846,0.30001,1.53534,1.98629,0.81135,0.00999696,0.00999696,0.00999696
309,1000.67,1.87108,1.88195,0.86075,0.49996,0.48457,0.44846,0.30001,1.53534,1.98629,0.81135,0.00999695,0.00999695,0.00999695
310,1003.37,1.93032,1.85446,0.87535,0.49996,0.48457,0.44846,0.30001,1.53534,1.98629,0.81135,0.00999694,0.00999694,0.00999694
311,1005.89,1.83013,1.78509,0.88476,0.49996,0.48457,0.44846,0.30001,1.53534,1.98629,0.81135,0.00999693,0.00999693,0.00999693
312,1008.41,1.89638,1.79174,0.85945,0.44035,0.50217,0.47407,0.272,1.81542,2.04358,0.81781,0.00999692,0.00999692,0.00999692
313,1011.16,1.98706,1.81603,0.87914,0.44035,0.50217,0.47407,0.272,1.81542,2.04358,0.81781,0.00999691,0.00999691,0.00999691
314,1014.3,1.8891,1.8521,0.89108,0.44035,0.50217,0.47407,0.272,1.81542,2.04358,0.81781,0.0099969,0.0099969,0.0099969
315,1017.05,2.10185,1.99949,0.89334,0.44035,0.50217,0.47407,0.272,1.81542,2.04358,0.81781,0.00999689,0.00999689,0.00999689
316,1019.87,2.07042,1.9347,0.87625,0.52108,0.47569,0.46476,0.32975,1.49261,1.97286,0.81156,0.00999688,0.00999688,0.00999688
317,1022.52,1.76843,1.7467,0.87555,0.52108,0.47569,0.46476,0.32975,1.49261,1.97286,0.81156,0.00999687,0.00999687,0.00999687
318,1025.15,1.7664,1.85672,0.85246,0.52108,0.47569,0.46476,0.32975,1.49261,1.97286,0.81156,0.00999686,0.00999686,0.00999686
319,1028.06,1.72536,1.88478,0.87727,0.52108,0.47569,0.46476,0.32975,1.49261,1.97286,0.81156,0.00999685,0.00999685,0.00999685
320,1030.78,1.90398,1.88687,0.88384,0.41944,0.50188,0.47772,0.28692,1.83642,1.97031,0.8319,0.00999684,0.00999684,0.00999684
321,1033.82,2.02021,1.83685,0.89306,0.41944,0.50188,0.47772,0.28692,1.83642,1.97031,0.8319,0.00999683,0.00999683,0.00999683
322,1036.71,1.99094,1.79082,0.89867,0.41944,0.50188,0.47772,0.28692,1.83642,1.97031,0.8319,0.00999682,0.00999682,0.00999682
323,1040.17,1.97849,1.87898,0.92041,0.41944,0.50188,0.47772,0.28692,1.83642,1.97031,0.8319,0.00999681,0.00999681,0.00999681
324,1044.33,1.93166,1.89357,0.89653,0.61899,0.43336,0.46257,0.32433,1.51681,2.0077,0.81295,0.0099968,0.0099968,0.0099968
325,1052.02,2.01199,1.92025,0.86934,0.61899,0.43336,0.46257,0.32433,1.51681,2.0077,0.81295,0.00999679,0.00999679,0.00999679
326,1061.23,1.69469,1.85167,0.85415,0.61899,0.43336,0.46257,0.32433,1.51681,2.0077,0.81295,0.00999678,0.00999678,0.00999678
327,1069.69,1.78842,1.75837,0.85559,0.61899,0.43336,0.46257,0.32433,1.51681,2.0077,0.81295,0.00999677,0.00999677,0.00999677
328,1085.9,1.72374,1.73685,0.87221,0.44544,0.52401,0.47518,0.25143,1.86184,1.96844,0.83818,0.00999676,0.00999676,0.00999676
329,1097.05,2.0545,1.78725,0.88561,0.44544,0.52401,0.47518,0.25143,1.86184,1.96844,0.83818,0.00999675,0.00999675,0.00999675
330,1105.34,2.13158,1.82798,0.88779,0.44544,0.52401,0.47518,0.25143,1.86184,1.96844,0.83818,0.00999674,0.00999674,0.00999674
331,1113.23,2.12642,1.86691,0.88995,0.44544,0.52401,0.47518,0.25143,1.86184,1.96844,0.83818,0.00999673,0.00999673,0.00999673
332,1121.65,2.16567,1.87835,0.89117,0.38885,0.50853,0.46609,0.31881,1.4444,1.88945,0.81391,0.00999672,0.00999672,0.00999672
333,1130.27,1.87555,1.71011,0.86965,0.38885,0.50853,0.46609,0.31881,1.4444,1.88945,0.81391,0.00999671,0.00999671,0.00999671
334,1139.75,1.59041,1.73418,0.87978,0.38885,0.50853,0.46609,0.31881,1.4444,1.88945,0.81391,0.0099967,0.0099967,0.0099967
335,1146.79,1.55529,1.74536,0.88123,0.38885,0.50853,0.46609,0.31881,1.4444,1.88945,0.81391,0.00999669,0.00999669,0.00999669
336,1152.88,1.70473,1.66808,0.86756,0.6564,0.41237,0.46057,0.28708,1.80325,1.99319,0.82163,0.00999668,0.00999668,0.00999668
337,1160.02,1.86867,1.77672,0.88519,0.6564,0.41237,0.46057,0.28708,1.80325,1.99319,0.82163,0.00999667,0.00999667,0.00999667
338,1166.18,1.89555,1.80998,0.85917,0.6564,0.41237,0.46057,0.28708,1.80325,1.99319,0.82163,0.00999666,0.00999666,0.00999666
339,1169.3,1.86538,1.69042,0.87064,0.6564,0.41237,0.46057,0.28708,1.80325,1.99319,0.82163,0.00999665,0.00999665,0.00999665
340,1172.07,1.8806,1.78562,0.87132,0.23924,0.70185,0.45825,0.2766,1.72739,1.9504,0.82742,0.00999664,0.00999664,0.00999664
341,1175.38,2.16017,1.92358,0.8801,0.23924,0.70185,0.45825,0.2766,1.72739,1.9504,0.82742,0.00999663,0.00999663,0.00999663
342,1178.47,2.06285,1.75102,0.86333,0.23924,0.70185,0.45825,0.2766,1.72739,1.9504,0.82742,0.00999662,0.00999662,0.00999662
343,1181.63,2.0635,1.74154,0.87001,0.23924,0.70185,0.45825,0.2766,1.72739,1.9504,0.82742,0.00999661,0.00999661,0.00999661
344,1184.66,1.84376,1.75299,0.86971,0.35937,0.54431,0.4854,0.30424,1.67009,1.94869,0.82239,0.0099966,0.0099966,0.0099966
345,1187.57,1.76255,1.71149,0.87114,0.35937,0.54431,0.4854,0.30424,1.67009,1.94869,0.82239,0.00999659,0.00999659,0.00999659
346,1190.32,1.88565,1.70546,0.85833,0.35937,0.54431,0.4854,0.30424,1.67009,1.94869,0.82239,0.00999658,0.00999658,0.00999658
347,1193.27,1.83439,1.74906,0.86147,0.35937,0.54431,0.4854,0.30424,1.67009,1.94869,0.82239,0.00999657,0.00999657,0.00999657
348,1196.3,1.7694,1.62801,0.87462,0.33589,0.5997,0.48587,0.30689,1.73299,1.81886,0.81683,0.00999656,0.00999656,0.00999656
349,1199.64,1.97379,1.78881,0.8681,0.33589,0.5997,0.48587,0.30689,1.73299,1.81886,0.81683,0.00999655,0.00999655,0.00999655
350,1202.32,1.66296,1.69682,0.8784,0.33589,0.5997,0.48587,0.30689,1.73299,1.81886,0.81683,0.00999654,0.00999654,0.00999654
351,1209.16,1.98037,1.82439,0.86872,0.33589,0.5997,0.48587,0.30689,1.73299,1.81886,0.81683,0.00999654,0.00999654,0.00999654
352,1214.48,2.17235,1.80875,0.87275,0.52684,0.52403,0.48291,0.28867,1.53761,1.84903,0.80718,0.00999653,0.00999653,0.00999653
353,1219.84,1.75414,1.6055,0.88445,0.52684,0.52403,0.48291,0.28867,1.53761,1.84903,0.80718,0.00999652,0.00999652,0.00999652
354,1225.58,1.9082,1.74032,0.86051,0.52684,0.52403,0.48291,0.28867,1.53761,1.84903,0.80718,0.00999651,0.00999651,0.00999651
355,1231.92,1.83988,1.78139,0.86141,0.52684,0.52403,0.48291,0.28867,1.53761,1.84903,0.80718,0.0099965,0.0099965,0.0099965
356,1239.31,1.86287,1.75615,0.86093,0.38292,0.52536,0.49266,0.30794,1.5807,1.76607,0.81116,0.00999649,0.00999649,0.00999649
357,1246.93,1.92869,1.71101,0.86631,0.38292,0.52536,0.49266,0.30794,1.5807,1.76607,0.81116,0.00999648,0.00999648,0.00999648
358,1253.73,1.90364,1.62481,0.86027,0.38292,0.52536,0.49266,0.30794,1.5807,1.76607,0.81116,0.00999647,0.00999647,0.00999647
359,1260.43,1.8059,1.57529,0.86924,0.38292,0.52536,0.49266,0.30794,1.5807,1.76607,0.81116,0.00999646,0.00999646,0.00999646
360,1266.11,2.20404,1.70541,0.86342,0.54401,0.51594,0.50324,0.32197,1.60318,1.84788,0.82753,0.00999645,0.00999645,0.00999645
361,1271.86,1.73373,1.6929,0.87995,0.54401,0.51594,0.50324,0.32197,1.60318,1.84788,0.82753,0.00999644,0.00999644,0.00999644
362,1278.09,1.74148,1.58257,0.86331,0.54401,0.51594,0.50324,0.32197,1.60318,1.84788,0.82753,0.00999643,0.00999643,0.00999643
363,1285.28,1.65978,1.63162,0.87746,0.54401,0.51594,0.50324,0.32197,1.60318,1.84788,0.82753,0.00999642,0.00999642,0.00999642
364,1288.27,1.78567,1.67992,0.87566,0.46353,0.53018,0.51788,0.35056,1.46354,1.77097,0.80803,0.00999641,0.00999641,0.00999641
365,1290.92,1.7754,1.67606,0.8636,0.46353,0.53018,0.51788,0.35056,1.46354,1.77097,0.80803,0.0099964,0.0099964,0.0099964
366,1293.9,1.83581,1.59492,0.85513,0.46353,0.53018,0.51788,0.35056,1.46354,1.77097,0.80803,0.00999639,0.00999639,0.00999639
367,1296.62,1.56179,1.61027,0.87078,0.46353,0.53018,0.51788,0.35056,1.46354,1.77097,0.80803,0.00999638,0.00999638,0.00999638
368,1299.4,1.69465,1.5582,0.85607,0.51546,0.47901,0.51654,0.30851,1.74196,1.81026,0.83743,0.00999637,0.00999637,0.00999637
369,1302.3,2.01968,1.86685,0.89205,0.51546,0.47901,0.51654,0.30851,1.74196,1.81026,0.83743,0.00999636,0.00999636,0.00999636
370,1305.26,1.91944,1.65242,0.86457,0.51546,0.47901,0.51654,0.30851,1.74196,1.81026,0.83743,0.00999635,0.00999635,0.00999635
371,1308.27,1.83051,1.68655,0.87019,0.51546,0.47901,0.51654,0.30851,1.74196,1.81026,0.83743,0.00999634,0.00999634,0.00999634
372,1310.83,1.83226,1.62379,0.86608,0.40907,0.56358,0.52087,0.35534,1.49632,1.73767,0.80393,0.00999633,0.00999633,0.00999633
373,1313.84,1.88363,1.68589,0.8576,0.40907,0.56358,0.52087,0.35534,1.49632,1.73767,0.80393,0.00999632,0.00999632,0.00999632
374,1316.5,1.76615,1.60835,0.87849,0.40907,0.56358,0.52087,0.35534,1.49632,1.73767,0.80393,0.00999631,0.00999631,0.00999631
375,1319.35,1.78248,1.63772,0.85125,0.40907,0.56358,0.52087,0.35534,1.49632,1.73767,0.80393,0.0099963,0.0099963,0.0099963
376,1321.92,1.66812,1.5912,0.86644,0.47702,0.61914,0.55012,0.34781,1.71437,1.74144,0.82457,0.00999629,0.00999629,0.00999629
